ENZYMES	superlevel	4.929162979125977	19.115098476409912	0.23333333333333334	0.5426625529076025	2	True	[ 0  0  4  2  5  7  5  0  5  1  2  4  1  0  9  3  3  5  1  0 11  3  2  2
  1  1  2  3  8 11  0  0  5  4  2  8]
