ENZYMES	2.978785276412964	21.605967044830322	0.20833333333333334	0.5480064997340833	2	True	 0  1  5  0  3 13  0  0 13  3  0 10  1  0 10  0  2  2  2  0  8  2  1  2
  1  0  8  1  2  8  0  1  9  1  0 11
