ENZYMES	3.270599126815796	17.785027980804443	0.24166666666666667	0.6347586558734494	1	 2  1  3  1  0 15  3  1  6  5  0  7  2  1  6  1  2  8  2  0  0  6  1  9
  5  1  4  3  3  8  1  0  0  1  1 11
ENZYMES	3.1206119060516357	15.721444845199585	0.26666666666666666	0.6414050960197305	1	 4  1  3  1  0 13  3  2  6  5  0  6  2  1  6  1  2  8  2  0  0  6  1  9
  5  2  4  2  3  8  0  1  0  1  1 11
ENZYMES	3.1808409690856934	17.639041662216187	0.25	0.6336881489238856	1	 2  1  3  1  0 15  3  1  6  5  0  7  2  1  6  1  2  8  2  0  0  7  0  9
  5  1  4  3  3  8  1  0  0  2  0 11
ENZYMES	3.089016914367676	18.11155676841736	0.275	0.6278691953333412	1	 4  2  2  1  0 13  2  3  4  5  0  8  1  0  7  1  2  9  2  0  0  5  2  9
  4  1  4  2  3 10  1  0  0  1  1 11
ENZYMES	3.1224212646484375	19.126376152038574	0.25	0.6336881489238856	1	 2  1  3  1  0 15  3  1  6  5  0  7  2  1  6  1  2  8  2  0  0  7  0  9
  5  1  4  3  3  8  1  0  0  2  0 11
BZR	1.6926383972167969	20.248642444610596	0.8395061728395061	0.7549180327868853	1	60  1 12  8
BZR	3.0469987392425537	20.704556941986084	0.8395061728395061	0.759016393442623	1	60  1 12  8
BZR	1.726308822631836	19.72353434562683	0.8395061728395061	0.7549180327868853	1	60  1 12  8
BZR	1.78175950050354	20.59374976158142	0.8395061728395061	0.759016393442623	1	60  1 12  8
BZR	1.6979200839996338	21.38864779472351	0.8395061728395061	0.7549180327868853	1	60  1 12  8
